accord,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
A#min,0.01914923,0.70335084,0.2254772,0.13819204,0.0075737904,0.8400365,0.085714914,0.023179865,0.23881479,0.018389208,0.93385285,0.005547204
G#maj,0.9348463,0.01648601,0.002317321,0.94633436,0.0016004927,0.037267655,0.12524195,0.010790029,0.9794312,0.0015300226,0.010461298,0.006802782
C#maj,0.033132266,0.9752394,0.0017575186,0.01631049,0.011984361,0.9358451,0.0095363455,0.0018755982,0.97452265,0.0036492285,0.016686048,0.039985806
F#maj,0.013840185,0.92676026,0.009781319,0.092335165,0.12801176,0.07276549,0.8951526,0.005605913,0.14451532,0.036229078,0.76067245,0.04521716
G#maj,0.8799368,0.04193447,0.01204829,0.81842774,0.0077328864,0.20280676,0.08102141,0.031157833,0.9347801,0.011551067,0.03258543,0.016234854
A#min,0.006756823,0.50872624,0.4538217,0.06773236,0.002137884,0.9339713,0.036718085,0.0068434244,0.21492398,0.007042049,0.9764423,0.0014866606
F#maj,0.0016496712,0.9857384,0.0010064866,0.07269174,0.029968273,0.009511684,0.9936909,0.00053424115,0.00794571,0.0043279245,0.9750408,0.0056725964
C#maj,0.017993376,0.9828197,0.0017213981,0.01944871,0.007375278,0.9366862,0.052249853,0.0010035067,0.9541265,0.003164225,0.0724377,0.024820251
F#maj,0.0004413605,0.9943503,0.0004546819,0.02941577,0.030534277,0.0049195862,0.996587,0.00022988563,0.0033968908,0.0027986313,0.9850023,0.002874052
A#maj,0.07164929,0.0058698575,0.871792,0.024349092,0.0076809083,0.94277567,0.0046139765,0.039363023,0.03362298,0.09579145,0.908667,0.005079431
C#maj,0.016975341,0.98950434,0.00082716293,0.007971729,0.008129051,0.9649746,0.009807455,0.00071449386,0.9851344,0.0018893152,0.013034261,0.038291253
A#min,0.008187472,0.3328713,0.6659044,0.027459156,0.0021220597,0.9663019,0.021310445,0.00585426,0.12454247,0.010969594,0.9794373,0.0014100198
G#maj,0.9382945,0.014423234,0.0021882833,0.9508543,0.0015494676,0.032621063,0.12435683,0.010416935,0.9802548,0.0015247327,0.009458301,0.0069642332
C#maj,0.03446307,0.97534305,0.0016984278,0.016627481,0.01120922,0.9371691,0.009420299,0.0018039128,0.97555983,0.0034643596,0.016463226,0.037081014
F#maj,0.01274188,0.9254904,0.010430245,0.08162564,0.13903989,0.058158483,0.90221876,0.006050089,0.11723876,0.042153936,0.75442255,0.04496432
G#maj,0.88036746,0.04238392,0.013250896,0.8021216,0.007778194,0.24768527,0.067511134,0.03305124,0.9339195,0.012645352,0.034569502,0.015465398
A#min,0.016134406,0.7343858,0.21739013,0.13433443,0.007789747,0.8301126,0.09815394,0.021779954,0.22272895,0.0165415,0.9404951,0.0052796663
G#maj,0.9296404,0.01685263,0.0024343058,0.94449466,0.0019760462,0.036881823,0.12153662,0.0120811695,0.97723305,0.0017433763,0.011100873,0.008125137
C#maj,0.0330594,0.9785821,0.0013987772,0.015111317,0.011346398,0.94013983,0.008572136,0.0016332109,0.9775714,0.003058295,0.015375723,0.033058804
F#maj,0.015087364,0.92067015,0.011007344,0.09953515,0.13417089,0.07972214,0.879351,0.007015226,0.15239546,0.03522205,0.7679967,0.047065597
Fmaj,0.7693782,0.00913266,0.17950538,0.11229843,0.054306358,0.9070925,0.0071801394,0.064712785,0.027518293,0.7214617,0.16647531,0.013046517
G#maj,0.88075054,0.045814183,0.012046732,0.8144503,0.006240062,0.22547695,0.0929038,0.025929447,0.9402062,0.011334198,0.03182491,0.014980032
A#min,0.018289628,0.7251597,0.22283399,0.12937185,0.008535757,0.83461267,0.090049334,0.022457859,0.23390509,0.018588264,0.9329504,0.0056399894
G#maj,0.9363499,0.015452492,0.0024491556,0.9495198,0.0015880502,0.034139283,0.1257673,0.011334701,0.9789228,0.0016246028,0.010489722,0.0069234637
C#maj,0.034129683,0.9757682,0.0016665218,0.016355705,0.011152179,0.9380597,0.009242261,0.0017733353,0.97584766,0.0034238815,0.016295737,0.036763877
F#maj,0.0127001675,0.92565405,0.010367244,0.08108721,0.13940649,0.057416398,0.9031204,0.005986908,0.11606734,0.042440686,0.75436723,0.044776108
G#maj,0.8807942,0.042299565,0.013330164,0.8005486,0.007711588,0.25332373,0.06617175,0.033047613,0.9342257,0.012706263,0.03463611,0.0153244
A#min,0.01629341,0.7176704,0.22792909,0.13039859,0.007867751,0.82731444,0.09646188,0.022547973,0.20970002,0.017414624,0.940454,0.005291634
Fmaj,0.94610393,0.0015298073,0.030353105,0.02633403,0.037783105,0.97370464,0.0005537715,0.014627815,0.0048035453,0.92644316,0.010146045,0.0026416501
A#maj,0.06511743,0.0059967637,0.8785456,0.023905912,0.007933355,0.9389773,0.005192291,0.041058414,0.03349435,0.090645656,0.91261816,0.0054294085
Fmaj,0.76003134,0.009034457,0.15890881,0.10701334,0.049611617,0.9140161,0.00556906,0.057907462,0.02562947,0.7333127,0.14116165,0.013565938
Gmin,0.040221054,0.0029013467,0.92953044,0.018897383,0.007843229,0.4467356,0.0028742917,0.9281769,0.002829032,0.013519747,0.91668576,0.04476411
Gmin,0.039071463,0.002665172,0.93273824,0.018348321,0.008198744,0.4406166,0.0027742872,0.92287874,0.0027880669,0.013490146,0.92389095,0.034756865
A#maj,0.0115582645,0.001961373,0.95533097,0.008840805,0.0010926643,0.97282463,0.0014551406,0.015139732,0.019732123,0.014881141,0.98161346,0.0011162286
Fmaj,0.9423684,0.0014848366,0.04379662,0.031471368,0.034613755,0.9737681,0.0007327329,0.017471997,0.005944668,0.90836066,0.023290869,0.0026491669
A#maj,0.06815145,0.0057524103,0.8748263,0.023631053,0.007485852,0.9422123,0.0046155243,0.04003417,0.032114305,0.089519605,0.9119635,0.0051122643
Fmaj,0.7694877,0.009177801,0.17894833,0.11271242,0.05418343,0.9070067,0.007233067,0.06446901,0.027677001,0.72187275,0.16517508,0.0130826
Gmin,0.039630245,0.0028895752,0.9299616,0.018835302,0.007715934,0.44706646,0.0028598695,0.9287619,0.002800086,0.013387198,0.91701335,0.044813693
A#maj,0.011108972,0.0016596301,0.9588008,0.0088069765,0.0011269611,0.9675003,0.0011996459,0.028180078,0.016450567,0.012984094,0.98296785,0.0012763577
Fmaj,0.93064654,0.001687916,0.048606213,0.032943036,0.03458826,0.9738901,0.0007113334,0.018324284,0.0066889813,0.89879656,0.029524961,0.0029349148
A#maj,0.067400046,0.0059507163,0.87777704,0.024128761,0.008057051,0.93909436,0.0051780236,0.04131954,0.03335473,0.09285617,0.9114532,0.005393275
Fmaj,0.75512874,0.00935902,0.16015853,0.10900557,0.049254782,0.913352,0.005727771,0.058049567,0.026368765,0.7289089,0.14755365,0.013736911
A#maj,0.010667302,0.0015737287,0.96045715,0.008438554,0.001042029,0.96929157,0.0011368842,0.026264578,0.015982425,0.012557125,0.9837155,0.001182486
Gmin,0.039042335,0.0026464085,0.9333496,0.018111702,0.008286546,0.43972746,0.002769977,0.92300624,0.0027663598,0.013526279,0.9243254,0.034978922
A#maj,0.011530762,0.0019620478,0.95532954,0.008851282,0.001122109,0.97203463,0.0014751904,0.015776591,0.018863473,0.014806775,0.98150545,0.0011544836
G#maj,0.9233586,0.019972922,0.0039292714,0.93219346,0.0017032552,0.064019695,0.13197652,0.011887322,0.9755264,0.0020608343,0.016014168,0.0074510314
C#maj,0.033290874,0.97520953,0.001751461,0.016357243,0.011635502,0.9364506,0.009437778,0.0018592341,0.97468156,0.0036088694,0.016691023,0.039223757
F#maj,0.013681984,0.9272035,0.009840232,0.09116633,0.129159,0.07367616,0.8930216,0.0057848576,0.1435995,0.035738926,0.7638898,0.04491082
G#maj,0.8849254,0.039950278,0.011824327,0.8201526,0.0073192655,0.2087536,0.07304988,0.031528164,0.93758917,0.011112438,0.031691123,0.014994386
A#min,0.017433483,0.7094429,0.23099507,0.12729855,0.008415565,0.8278832,0.090868935,0.023626287,0.20624399,0.019148478,0.9372625,0.005366347
G#maj,0.92972916,0.016903302,0.0025990314,0.94304115,0.0020232738,0.03768623,0.12107637,0.011978849,0.97712713,0.0017975972,0.011154794,0.008001865
C#maj,0.036753487,0.97765666,0.001432404,0.015716583,0.011262131,0.94000286,0.0087238755,0.001671675,0.977657,0.0030953109,0.015355478,0.032641094
F#maj,0.014248217,0.91854894,0.011590562,0.09203945,0.14563598,0.06689413,0.88245136,0.0077313334,0.13259922,0.04058935,0.7560096,0.048154414
A#min,0.0074986177,0.29091582,0.65880954,0.043403894,0.0013491517,0.9706985,0.011173365,0.004505928,0.19001825,0.006963299,0.9799501,0.0010098896
G#maj,0.87806493,0.04850029,0.013323256,0.7916413,0.0064915945,0.28263086,0.07924025,0.027456556,0.9373835,0.013127902,0.03467741,0.014788478
A#min,0.0077400454,0.5283508,0.44153115,0.07666557,0.0020326884,0.935783,0.03729691,0.0071172444,0.2313351,0.0075827516,0.9735742,0.0016555258
F#maj,0.001433636,0.98594683,0.0009890258,0.07243913,0.030048866,0.008950093,0.99397606,0.00050258485,0.007918822,0.004302329,0.9754234,0.0057034963
C#maj,0.019077545,0.9828022,0.0017113127,0.019216044,0.0066185747,0.9415181,0.042308073,0.0010585875,0.95745504,0.0028903335,0.069296345,0.023112224
F#maj,0.00039150988,0.9946288,0.00040402554,0.028627876,0.029808521,0.004690991,0.99697,0.00019968905,0.0030628366,0.0026505734,0.9858071,0.0026886712
C#maj,0.016873013,0.98842746,0.000978533,0.008851765,0.013144906,0.95789707,0.012573458,0.000816078,0.98281384,0.002163523,0.01627325,0.04808257
A#min,0.0077126664,0.42121142,0.6137581,0.029844448,0.002327531,0.96337944,0.022900825,0.005995211,0.12455479,0.012640157,0.9781661,0.0015310628
F#maj,0.0015450343,0.98609966,0.0009633059,0.072997294,0.029445956,0.009387089,0.9938785,0.0005088599,0.007845513,0.004222476,0.9755602,0.0056187487
C#maj,0.017844971,0.9830333,0.0017206541,0.019247536,0.0072411736,0.9377702,0.050805427,0.0010158544,0.95390743,0.003145549,0.07369387,0.024204524
F#maj,0.00041298996,0.9945065,0.0004370023,0.028997965,0.030420266,0.004718172,0.99673265,0.00021813414,0.0032479758,0.0027643405,0.9852345,0.0028326544
C#maj,0.010211135,0.9941518,0.0004459105,0.00726238,0.0029635094,0.9770138,0.0058434503,0.0005227028,0.98298985,0.0007489707,0.09223234,0.012085399
A#min,0.0035196382,0.97249013,0.010517543,0.034773212,0.016135532,0.68611926,0.43216848,0.0028344814,0.25514632,0.006235431,0.94032276,0.0073944065
D#min,0.0025470697,0.58196676,0.0028497989,0.9676223,0.0019330708,0.0042145364,0.97422636,0.0112503655,0.016950982,0.0029612407,0.9652781,0.05667559
A#min,0.0043529887,0.9780129,0.010676012,0.030966407,0.005335487,0.940503,0.09406172,0.0028018258,0.59536684,0.0042083627,0.9438723,0.0029431889
D#min,0.0025506802,0.63163006,0.002841594,0.97120947,0.0012981411,0.0042270254,0.9710391,0.01396584,0.016207235,0.002384404,0.9725617,0.017745713
D#maj,0.025856882,0.53135693,0.021070603,0.9255851,0.010874646,0.023335863,0.36234683,0.55297965,0.12149872,0.011753282,0.8986531,0.018028954
C#maj,0.05333636,0.9568618,0.0038902392,0.04694355,0.0068290033,0.9217534,0.012098892,0.0051942808,0.9576964,0.0059874533,0.037014402,0.026137706
A#min,0.022346219,0.48813945,0.12911111,0.5420342,0.044594713,0.30641055,0.3945279,0.09659094,0.12573746,0.020729896,0.91484106,0.018863557
Fmin,0.68635863,0.44257817,0.010647735,0.15756133,0.016441278,0.925398,0.015642118,0.008341605,0.90914065,0.060963817,0.040071785,0.022442387
G#maj,0.7963518,0.106158234,0.010160121,0.8147774,0.006569575,0.21200211,0.11838203,0.020463279,0.9469714,0.007701032,0.034405757,0.026377935
Bmaj,0.0011951799,0.01666616,0.005988826,0.94450855,0.039637398,0.0014405102,0.9335624,0.0013813073,0.25691018,0.03826434,0.01130189,0.9845327
Cmin,0.6238771,0.5288387,0.021143276,0.21818562,0.52995086,0.11723458,0.063563935,0.5017093,0.4355367,0.06572654,0.08786486,0.055355053
G#maj,0.60840005,0.34483385,0.0137300715,0.6677957,0.010360515,0.36017355,0.1262304,0.018482577,0.9399641,0.00907571,0.051277347,0.051543646
A#min,0.018646209,0.50516605,0.2136394,0.4066195,0.047358792,0.3739392,0.36199322,0.07699408,0.11538579,0.01822645,0.93014526,0.014696361
G#maj,0.10265875,0.86381304,0.0055895033,0.286074,0.05733368,0.34362388,0.109206,0.033545144,0.91503274,0.014961252,0.051799227,0.07323029
D#maj,0.024703799,0.52888304,0.021910992,0.9231841,0.011276885,0.023050394,0.32667068,0.57764566,0.11821345,0.012141799,0.8951537,0.017358486
G#maj,0.49623087,0.48944274,0.008475332,0.573518,0.0131403925,0.41587508,0.13859749,0.010598483,0.95371044,0.008679303,0.045640845,0.05238624
C#maj,0.019144293,0.9748164,0.0035696577,0.012959764,0.18512802,0.72889584,0.021185601,0.0041516647,0.94751054,0.017132256,0.0162684,0.07845468
G#maj,0.89876395,0.023421077,0.01544344,0.91082567,0.012087253,0.05598385,0.046045296,0.40264973,0.8420575,0.010992643,0.059290882,0.013878474
Fmin,0.89903545,0.036621038,0.018490212,0.22696003,0.010375028,0.95339304,0.0022382848,0.01039796,0.9007481,0.082580216,0.031769734,0.008858909
D#maj,0.065789275,0.24217005,0.02154492,0.9596952,0.0040861536,0.020050671,0.09076244,0.81560487,0.055256616,0.007793876,0.9029526,0.006805479
G#min,0.06306506,0.02741238,0.0030183392,0.93234855,0.025585882,0.0069778757,0.41308162,0.0031195534,0.96507597,0.0025975748,0.0053873234,0.91976196
G#maj,0.7979435,0.08034188,0.0066019944,0.9013923,0.0071536945,0.059986115,0.14894564,0.04147891,0.9427522,0.0049497234,0.034858137,0.034704115
Fmin,0.9437681,0.0059691304,0.016306369,0.24175139,0.007996852,0.97439486,0.0009496588,0.009493017,0.44310302,0.5192086,0.026572123,0.0043299664
G#maj,0.63461673,0.10844221,0.038751412,0.80912846,0.036670256,0.07643039,0.14215234,0.4392906,0.71365243,0.021365136,0.11410872,0.1167495
C#maj,0.0070042335,0.9940002,0.00040510608,0.0063666347,0.013168438,0.92825276,0.070886195,0.00019441356,0.9829718,0.0020943251,0.011024877,0.07305506
A#min,0.0043891473,0.972202,0.006991581,0.05935108,0.021971846,0.5433848,0.6115863,0.002670179,0.32103696,0.005238106,0.93460566,0.008175028
C#maj,0.01014137,0.99419415,0.00044891052,0.0072876504,0.002906569,0.9771187,0.005964446,0.00052260363,0.98279834,0.00072916056,0.09519675,0.011944938
A#min,0.003749257,0.97474,0.009908274,0.03327497,0.017329378,0.68224645,0.43458974,0.0030109973,0.26779145,0.0062437197,0.93765175,0.007533422
D#min,0.002518595,0.58683604,0.0028226676,0.96777326,0.001939542,0.0041845646,0.9743487,0.011211305,0.017010087,0.0029575203,0.9653141,0.057267893
A#min,0.004547214,0.97891474,0.010017845,0.031298246,0.0050761052,0.94123924,0.09399468,0.0028677115,0.6135754,0.0040187235,0.9398077,0.003070766
D#min,0.002531867,0.63314414,0.0028086223,0.97157866,0.0012696331,0.004208699,0.97123504,0.0138787115,0.01613706,0.0023635211,0.9727245,0.017603118
Bmaj,0.0006689901,0.012974568,0.0058885426,0.9597676,0.011066995,0.0012999509,0.9803979,0.0015642475,0.011619236,0.049767997,0.016573332,0.9850753
Bmaj,0.0012243894,0.01690311,0.005983979,0.9447971,0.03978842,0.0014736782,0.9332398,0.0014719343,0.25887078,0.037938382,0.011829856,0.98416686
G#min,0.063071705,0.02782874,0.0030595013,0.93190104,0.02576253,0.007069944,0.4143839,0.0031586438,0.9647278,0.0026324622,0.0054934504,0.9194434
Bmaj,0.00067557563,0.012855651,0.0058351457,0.9599267,0.01101192,0.0013014019,0.9804149,0.001533564,0.011721325,0.04986891,0.016413623,0.9851293
D#min,0.003915596,0.2734752,0.0056549404,0.9764486,0.0018175391,0.0040806644,0.9571238,0.025054108,0.018329827,0.0054565864,0.922969,0.2219969
G#min,0.05490165,0.09864559,0.0022295588,0.9166113,0.026606167,0.01573793,0.40849075,0.0029311844,0.96585745,0.0029478357,0.011627672,0.8922345
C#maj,0.008142595,0.99499255,0.00031752023,0.0031520636,0.0080118505,0.9781574,0.003620394,0.000271181,0.99381655,0.0005136445,0.0050012083,0.12225274
D#min,0.0036930884,0.312952,0.004462649,0.98227787,0.0012222594,0.0031347682,0.94358826,0.045571793,0.016204437,0.00400453,0.9623108,0.02059811
Bmaj,0.001211542,0.016881675,0.0058908984,0.9448637,0.04014584,0.0014425163,0.9327117,0.0014216428,0.26250884,0.037282,0.011294014,0.98452973
G#min,0.06324728,0.027678195,0.0030465692,0.93204486,0.025629204,0.007049338,0.41376072,0.0031377878,0.9648436,0.0026186875,0.005452851,0.91950226
Bmaj,0.00067343004,0.012777962,0.005834941,0.9599565,0.011001894,0.0012948808,0.98043925,0.0015291013,0.011699341,0.049878914,0.01631336,0.98519444
D#min,0.0039001172,0.27250147,0.005741026,0.97639143,0.0018262086,0.004078082,0.95715785,0.025122443,0.01816076,0.0054761614,0.9230259,0.22265774
D#min,0.0039000837,0.27337128,0.0058807177,0.97618234,0.0018336329,0.0041290964,0.9571947,0.025031311,0.018272435,0.005480653,0.92280424,0.22269891
G#min,0.05451969,0.099412076,0.0022536954,0.9158792,0.027092224,0.015863733,0.4095688,0.0029545468,0.9654981,0.0029966973,0.011804386,0.8921056
C#maj,0.008156637,0.9949915,0.00031793234,0.0031502787,0.008029366,0.97814935,0.0036170688,0.00027110378,0.99382067,0.00051285984,0.005003343,0.121936925
D#min,0.0035390498,0.29833278,0.0034327623,0.9871812,0.00077427004,0.002701254,0.93878585,0.050156575,0.015683847,0.003457689,0.96530616,0.016207011
G#min,0.054488905,0.10035646,0.002249205,0.91560966,0.02710701,0.016026163,0.4089253,0.002960476,0.9655034,0.002997908,0.011866796,0.89176863
C#maj,0.00822986,0.99495393,0.00032284192,0.003168787,0.007938586,0.9782624,0.0036061509,0.00027276212,0.9938143,0.0005149211,0.0050383895,0.122342326
D#min,0.0036653324,0.31394356,0.00449409,0.98223865,0.0012160935,0.003128224,0.9441175,0.04511115,0.016062224,0.003974015,0.9626551,0.02032872
C#maj,0.007354202,0.99364835,0.0004342758,0.0067394003,0.013004214,0.9266602,0.07344754,0.00022030076,0.9823186,0.002180766,0.011600235,0.07267226
A#min,0.004319734,0.9705353,0.0075773858,0.063321054,0.021033514,0.55184436,0.60393256,0.0027653975,0.31671062,0.0053766575,0.93730855,0.008144996
Gmaj,0.027816053,0.005330214,0.9336314,0.0039977734,0.06492612,0.05092378,0.029660946,0.9499793,0.0042053265,0.036148403,0.006238206,0.92040104
Cmaj,0.9663032,0.0040313494,0.022341153,0.004345182,0.9490231,0.018119732,0.0036202508,0.9107698,0.0040320638,0.098601304,0.025453692,0.035947878
Dmaj,0.056818645,0.013680592,0.95711535,0.0034407848,0.042294852,0.008227309,0.88235056,0.16990712,0.0028142345,0.74194,0.0016223022,0.40314764
Emin,0.03377073,0.09752729,0.25575927,0.07473008,0.7345841,0.0062904395,0.23560691,0.6810489,0.038249377,0.21667144,0.011967582,0.82780373
Bmin,0.21310562,0.10303087,0.6786187,0.029765816,0.37968546,0.04095716,0.5695881,0.27863753,0.10947344,0.3750887,0.014926508,0.6251189
Gmaj,0.035306167,0.0050469288,0.94146115,0.0038923882,0.04337508,0.081942484,0.03963278,0.945975,0.0026149584,0.053402755,0.018725658,0.86069304
Dmaj,0.4076264,0.02762468,0.7983433,0.0073906193,0.22165734,0.05487136,0.6620469,0.21384995,0.015730282,0.81442356,0.009895314,0.06619392
Gmaj,0.09751219,0.03631658,0.786917,0.0061376966,0.39267096,0.042881805,0.16453259,0.80694145,0.007879399,0.25123182,0.0087413555,0.71006805
Bmin,0.012904214,0.0063054687,0.9562605,0.006179987,0.035680845,0.009691755,0.70498836,0.54148304,0.0028520108,0.09951271,0.0058425055,0.9230278
Emin,0.04690834,0.07892232,0.28157637,0.035937835,0.79920423,0.0073553347,0.1350984,0.7758279,0.033208676,0.18049532,0.008810031,0.8206235
Cmaj,0.97117424,0.0015497844,0.019805437,0.002345143,0.961378,0.008424591,0.0018115966,0.97253215,0.0016756081,0.023957863,0.010286289,0.055664733
Gmaj,0.04554127,0.005148832,0.9342985,0.005424487,0.04681101,0.11012052,0.03346463,0.9278079,0.005519363,0.04818099,0.017242977,0.8557436
Cmaj,0.96904594,0.0016848706,0.021154555,0.002454808,0.9595806,0.008822071,0.0019671794,0.9714725,0.0018054883,0.02487064,0.010320307,0.06044067
Gmaj,0.018228943,0.005073416,0.9297614,0.0026235147,0.09329753,0.028779421,0.053438395,0.9555858,0.002659663,0.033260215,0.0026402858,0.93715847
Cmaj,0.9610416,0.007377695,0.051400624,0.0054304036,0.90578437,0.011639809,0.09333113,0.9124599,0.00345768,0.074043795,0.016787492,0.042999905
Emin,0.033034015,0.00788192,0.21776295,0.002049079,0.9644243,0.0015131396,0.006590092,0.95742625,0.015691232,0.02022199,0.0015281951,0.93318367
Gmaj,0.01590043,0.0018302484,0.95405513,0.0008731086,0.09703841,0.017564029,0.0605907,0.9807825,0.0009224983,0.01568529,0.0010456453,0.96380365
Cmaj,0.97379035,0.0015264915,0.019065388,0.0018973012,0.9663729,0.0074206404,0.0020059648,0.9759978,0.0013717702,0.023118638,0.00945899,0.054245353
Amin,0.9176642,0.03812945,0.041091505,0.0040036906,0.92001903,0.053649057,0.0073806485,0.23512253,0.0037181256,0.94545686,0.0029979663,0.015380069
Emin,0.08702749,0.03660163,0.22318335,0.0046508065,0.9337462,0.004192525,0.025347581,0.8732075,0.023939833,0.1275755,0.0034524407,0.83117634
Cmaj,0.9764962,0.0012667568,0.017476827,0.0023089924,0.96105355,0.009266324,0.0014717719,0.9730351,0.001283915,0.023482645,0.012945776,0.038968235
Gmaj,0.018251529,0.0053769266,0.92695683,0.002356255,0.11361818,0.023862904,0.058507092,0.9560288,0.0029313015,0.03318074,0.0024502063,0.9374364
Gmaj,0.024313843,0.0056324266,0.9304154,0.004181728,0.0718622,0.041085668,0.030324867,0.9539573,0.003968337,0.033159774,0.006069855,0.9229477
Cmaj,0.9670691,0.003735326,0.02227789,0.004325721,0.9489615,0.019087413,0.003522006,0.91116375,0.0041784514,0.09525884,0.024122935,0.036974393
Dmaj,0.03318069,0.013390081,0.95992357,0.0038470335,0.038200937,0.006921962,0.8912484,0.15565382,0.0026811697,0.7424248,0.0016491516,0.40280038
Emin,0.03362469,0.11947773,0.25131267,0.0622903,0.7511214,0.0060214857,0.22815366,0.68500984,0.035967957,0.23594396,0.011854273,0.81340694
Bmin,0.19045809,0.104814894,0.6833133,0.030003313,0.37463027,0.040017795,0.5697941,0.28146914,0.10821791,0.35309675,0.0143151805,0.6549388
Gmaj,0.035864763,0.0052198907,0.9405183,0.0039474866,0.04473064,0.08065088,0.04189345,0.9443442,0.0026610359,0.057119418,0.01876972,0.8588201
Dmaj,0.40853092,0.027097454,0.79711014,0.0074499478,0.22174038,0.05465578,0.6621124,0.21470432,0.015856057,0.81297106,0.009921794,0.06571996
Gmaj,0.09517698,0.039536916,0.7883134,0.0061321426,0.38438293,0.042141728,0.16766326,0.8068704,0.007577835,0.25385183,0.008663729,0.70982563
Bmin,0.020051952,0.0065189274,0.95338666,0.005911017,0.039373048,0.011739651,0.6729997,0.5791884,0.0029928007,0.101524785,0.006199538,0.90612113
Emin,0.044721603,0.07515123,0.26986486,0.035315372,0.82127315,0.0066238577,0.12861302,0.7701685,0.039525565,0.16547444,0.008291386,0.8287121
Cmaj,0.9580089,0.008221653,0.055612236,0.005421918,0.9035745,0.012127906,0.09753927,0.9060552,0.0037141335,0.08018374,0.017419253,0.044713706
Gmaj,0.043808572,0.0053840824,0.93121505,0.0062025436,0.049454916,0.100670494,0.03413189,0.93052936,0.00511467,0.045349102,0.024758132,0.85261106
Cmaj,0.9716341,0.0016378681,0.019963777,0.00233535,0.9601585,0.008983318,0.0019022616,0.97024655,0.0016276786,0.0270251,0.0104181245,0.051497445
Gmaj,0.01882952,0.005175145,0.92826605,0.0022640643,0.10671737,0.024656009,0.054256342,0.958216,0.0027999778,0.03183034,0.002392271,0.9379161
Cmaj,0.9602846,0.007918171,0.053099696,0.005591694,0.9044906,0.0118316645,0.09475348,0.90800005,0.0035723648,0.080553144,0.016008662,0.03974749
Emin,0.028878083,0.0076189004,0.21116139,0.0019127623,0.96860325,0.001224222,0.006241299,0.9581695,0.016318645,0.018917622,0.0013518175,0.9380684
Gmaj,0.017448595,0.0017841375,0.953887,0.00088862237,0.09990178,0.01695254,0.05974444,0.98097587,0.00092666305,0.015643701,0.0010226344,0.9637856
Cmaj,0.9739456,0.0015423476,0.018851658,0.0018712436,0.9662794,0.0073596914,0.001964448,0.975549,0.0013545628,0.023758855,0.0094421245,0.05302102
Amin,0.91781086,0.036152106,0.04280321,0.004068608,0.91507035,0.05823848,0.0074147354,0.22741576,0.0036270102,0.9453104,0.002992893,0.0152783645
Emin,0.0844558,0.043355886,0.22223723,0.0049280287,0.92975175,0.004584682,0.027789716,0.86393756,0.022665527,0.15046263,0.0037130588,0.81618166
Cmaj,0.97654706,0.0013178491,0.017614685,0.0025318067,0.95892495,0.009878752,0.0015533334,0.97224617,0.0012932312,0.023788922,0.014829767,0.03633117
Emin,0.037205253,0.007207669,0.2073382,0.0018230904,0.9669719,0.0013901076,0.0059444304,0.96083087,0.014246696,0.018732155,0.0014603533,0.9332471
Gmaj,0.022507505,0.0051231473,0.9402909,0.0034713368,0.06203854,0.04150839,0.031574357,0.9542155,0.0040542744,0.03197034,0.0056407875,0.9258975
Cmaj,0.9684125,0.0035754358,0.021574358,0.0043045185,0.94887525,0.018976906,0.003428646,0.91175294,0.0039500264,0.09545943,0.025252491,0.0339626
Dmaj,0.05666439,0.013826151,0.95690966,0.003545339,0.042496078,0.008151753,0.8844458,0.16297801,0.002871567,0.74722993,0.0016275442,0.40156597
Emin,0.033545762,0.09750361,0.26745182,0.063943304,0.7414894,0.006261695,0.23022139,0.6874508,0.037277672,0.21775046,0.011239772,0.8275135
Bmin,0.20582019,0.09818755,0.6873152,0.029273482,0.3695173,0.041258786,0.5695046,0.28070357,0.10647625,0.36075884,0.014748103,0.6370741
Gmaj,0.03630128,0.0053791446,0.9394453,0.004052041,0.045676224,0.08015002,0.04285391,0.9432011,0.002710531,0.05892256,0.020120725,0.85488224
Dmaj,0.3969176,0.029322177,0.82345736,0.0068314457,0.20619038,0.05283618,0.6777051,0.21068303,0.014657915,0.81956816,0.009192116,0.06999476
Gmaj,0.094831206,0.037418827,0.7869918,0.0060040704,0.39309442,0.041544154,0.16025844,0.8103834,0.00792307,0.2488007,0.008588365,0.71438885
Bmin,0.012716693,0.0062910155,0.9571451,0.005959871,0.035378255,0.009386479,0.70825255,0.55328083,0.002774444,0.09972121,0.005527601,0.9233759
Emin,0.04551794,0.078240976,0.288297,0.035374742,0.7994901,0.0070615136,0.14204337,0.7700306,0.03412372,0.18075815,0.008617261,0.8237256
Gmaj,0.01638879,0.0017004906,0.95693505,0.0008727201,0.08937269,0.017514199,0.059955332,0.9811513,0.0008764195,0.015372677,0.0010290242,0.96433634
Gmaj,0.036545105,0.0065829707,0.9357763,0.0045693186,0.04889256,0.09401345,0.03020993,0.9404457,0.0051484876,0.044630527,0.009116382,0.8949524
Cmaj,0.97334903,0.0015570113,0.019145932,0.0019144607,0.9660665,0.0073356824,0.0020071073,0.9756148,0.0013690689,0.023737088,0.008893817,0.057499684
Amin,0.9180379,0.03998522,0.039230376,0.0037736685,0.9212266,0.052295893,0.006974869,0.21094759,0.0035337578,0.9497302,0.0026843112,0.014212292
Emin,0.071018584,0.050608728,0.23089364,0.0049760444,0.92791444,0.004565421,0.030508045,0.85549706,0.023593623,0.16277072,0.0037525492,0.8115286
