accord,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
Bmaj,0.0008008056,0.007804673,0.018293897,0.9263217,0.022870395,0.0007982218,0.97022855,0.002016075,0.017962437,0.06953364,0.0049464335,0.9880345
C#min,0.0060243336,0.9804405,0.0012823074,0.0046192193,0.63443774,0.46081993,0.010768987,0.0016232255,0.9733003,0.010283498,0.0037469964,0.2657645
D#min,0.008641607,0.34790638,0.008692422,0.9734269,0.0016413707,0.009032667,0.6094122,0.5301143,0.044127848,0.004032896,0.95582443,0.008510858
Bmaj,0.0009010232,0.008163522,0.028625894,0.9199533,0.017031452,0.0010397205,0.9744245,0.0031212803,0.009750991,0.07605257,0.008048604,0.98555255
Emaj,0.0028973564,0.020971876,0.07618919,0.020820457,0.966912,0.0012486498,0.017057858,0.014096929,0.90772927,0.019537438,0.0014645576,0.9421942
C#min,0.006455389,0.9365041,0.0043217894,0.020250442,0.79718417,0.08965479,0.058101553,0.0035321424,0.9336567,0.02218767,0.011811458,0.43225124
G#min,0.46248758,0.50726885,0.0050061806,0.6707215,0.019279128,0.17873079,0.37682074,0.0076685813,0.9252689,0.008816795,0.06539485,0.07645824
F#maj,0.0033881527,0.9442813,0.0032172306,0.25359663,0.059895866,0.017524851,0.9755109,0.001956611,0.03470038,0.015728036,0.909596,0.04543166
Bmaj,0.00910994,0.06173116,0.023743521,0.86463803,0.03463269,0.0117223505,0.89047664,0.013869746,0.076524705,0.04335444,0.24850604,0.8649385
C#min,0.010562806,0.946503,0.0039701997,0.06690795,0.6158978,0.12988657,0.15192312,0.006190059,0.86493355,0.014600641,0.17246807,0.2658549
F#maj,0.0034746272,0.943532,0.0032180725,0.25840706,0.059394374,0.017865622,0.9751718,0.0019651437,0.036060825,0.015738238,0.9087817,0.046125118
G#min,0.67419654,0.31126228,0.001799982,0.8531212,0.0063722413,0.08920168,0.34854725,0.004921731,0.9625571,0.003482665,0.03735527,0.040632706
F#maj,0.0022109468,0.967746,0.0020441948,0.07188675,0.096297964,0.015745783,0.96806186,0.0010504867,0.04576643,0.015741471,0.8787721,0.039662343
G#min,0.63889974,0.04385884,0.0059176553,0.8781019,0.017203912,0.041884996,0.28476253,0.013406008,0.9373616,0.0055188546,0.021746263,0.24995402
F#maj,0.009277541,0.92789584,0.005318777,0.12644728,0.097945504,0.039091025,0.93287873,0.004002007,0.08646085,0.02683244,0.8363093,0.031040732
Bmaj,0.0008167527,0.0318226,0.0095254965,0.9277799,0.02817474,0.0018360944,0.958834,0.0015279399,0.05815777,0.07890588,0.012256653,0.9773425
G#min,0.6728157,0.31469837,0.0017809176,0.8518777,0.0063930475,0.09049521,0.34295982,0.004973884,0.9626447,0.0034686709,0.037318185,0.04032834
F#maj,0.0022084087,0.96777034,0.0020607305,0.073370434,0.09573069,0.01563475,0.9685225,0.0010573042,0.04451783,0.016004868,0.87922186,0.03869139
G#min,0.6362279,0.04359613,0.0058591915,0.87935513,0.016971922,0.04140901,0.2867992,0.013198693,0.93783116,0.0054544937,0.021530775,0.253884
Dmin,0.19048218,0.0018622576,0.97194505,0.0008721358,0.013009726,0.9305815,0.018366544,0.028508022,0.0017669498,0.93246824,0.010575205,0.016704183
Fmaj,0.9234293,0.0020577053,0.09747271,0.0226082,0.047945432,0.96330273,0.0016695976,0.027202986,0.0059401,0.91903216,0.010065835,0.008420569
Amin,0.9371244,0.012815045,0.04268034,0.007241816,0.82055444,0.2551627,0.004120412,0.14062943,0.0035758065,0.94461894,0.0040674084,0.011876455
Gmaj,0.015038932,0.0013260754,0.9753651,0.0009097174,0.014803472,0.16735794,0.009313691,0.98003864,0.0005313973,0.017944,0.00273391,0.94183034
Dmin,0.15798311,0.0017101823,0.97451544,0.0007975163,0.013594515,0.90026635,0.018986212,0.07572478,0.0013048195,0.8960888,0.011560226,0.035034344
Gmaj,0.012835301,0.0013287688,0.978469,0.0010601269,0.014570503,0.043463655,0.012975432,0.97781986,0.0005374741,0.019887302,0.0033138953,0.9401544
Cmaj,0.9826733,0.00080997136,0.012917453,0.0045794733,0.9424163,0.011517844,0.001182811,0.97426116,0.0012326349,0.01753862,0.02524296,0.018006554
Amin,0.9616392,0.0126377605,0.020604057,0.0021931925,0.9507519,0.03783117,0.00266923,0.17121224,0.0017023943,0.96602416,0.0014714743,0.0069602337
F#maj,0.00055390643,0.99347496,0.00092331483,0.0062341723,0.06884499,0.0039903186,0.9938782,0.0004804523,0.0041659297,0.00941451,0.96937186,0.0043040277
Emaj,0.0008239018,0.014014347,0.031120306,0.006971871,0.98973894,0.0004045423,0.006881379,0.0032450473,0.96594715,0.008904285,0.00056835037,0.9746907
Amin,0.8942944,0.028014079,0.079779655,0.009034572,0.7271372,0.32805473,0.009707441,0.16377237,0.005256816,0.9323753,0.0050144936,0.020880109
F#maj,0.0010097566,0.98710006,0.0016079325,0.0100353835,0.36031413,0.0050780536,0.9729399,0.0018409439,0.014014018,0.014532923,0.93691224,0.0111137265
G#min,0.19898613,0.075471655,0.00090164045,0.95166,0.008038772,0.010209995,0.51542705,0.0010772576,0.9783352,0.0012400905,0.007424414,0.7825334
C#min,0.0011680358,0.99254745,0.00056127424,0.0022545347,0.9331,0.111577116,0.01717471,0.0005443234,0.9785595,0.010353426,0.0023158293,0.14954542
Bmaj,0.00041833523,0.005385104,0.007884798,0.95802635,0.011978459,0.00054691144,0.98518634,0.0007907439,0.008188677,0.07128601,0.0038007833,0.9922695
C#min,0.0013334225,0.97581196,0.00188512,0.008025703,0.8831628,0.022518823,0.08579641,0.0015357137,0.9291449,0.022538759,0.011216752,0.30745953
G#min,0.059557546,0.14246608,0.0017411724,0.87958497,0.029855154,0.030833622,0.35976446,0.0023094534,0.97499275,0.002330453,0.0103991665,0.8538265
Bmaj,0.0012456753,0.0048489175,0.002887727,0.97855717,0.0064888187,0.000797061,0.9839339,0.00043366116,0.03545816,0.03597208,0.00370372,0.9930152
Emaj,0.00032212384,0.008523965,0.025501603,0.003543266,0.99527544,0.00013841032,0.0029756373,0.0017786341,0.9806369,0.0044641825,0.00019275067,0.98671263
D#min,0.0019273232,0.41498342,0.00204264,0.9885189,0.0008887597,0.0019040207,0.9516718,0.08499899,0.011329144,0.0026503848,0.9734996,0.016946774
Emaj,0.00051109475,0.0048111803,0.042636875,0.0074039088,0.9930937,0.00019816605,0.003905353,0.00266096,0.9770966,0.0041299,0.00027235047,0.98756486
Gmaj,0.020883748,0.001786084,0.97111577,0.0011647063,0.0171186,0.18864329,0.010952527,0.970049,0.0007809113,0.02513065,0.005477578,0.916897
F#maj,0.00068021566,0.99174863,0.0009429473,0.010661446,0.1007945,0.0061735716,0.98831415,0.00067283824,0.010332645,0.009539468,0.96127605,0.006781852
Bmaj,0.00025813762,0.0030243692,0.003834042,0.9795001,0.004244912,0.00035731168,0.9934046,0.00045716495,0.0028948116,0.05083557,0.0035205486,0.9955051
Amin,0.9037945,0.026717642,0.06822353,0.007610002,0.75539076,0.30733174,0.008203462,0.150025,0.004824228,0.9364102,0.0042895614,0.017653001
Gmaj,0.02504084,0.0019979097,0.96566457,0.0013163235,0.020665046,0.21564181,0.011401329,0.967404,0.00094602455,0.027369956,0.005989754,0.9101648
Cmaj,0.97303706,0.0013106572,0.017850861,0.008170813,0.92141217,0.020710094,0.001360334,0.9684722,0.0022472884,0.01609254,0.07547773,0.015773112
Emin,0.12495848,0.010085174,0.3271046,0.0055058757,0.91910094,0.011813525,0.009985473,0.7750793,0.2459004,0.037449937,0.0048999316,0.8363066
Amin,0.93748564,0.030768206,0.03086199,0.0031464074,0.90776205,0.14498855,0.0040425174,0.14309667,0.0028274916,0.9684282,0.0017437441,0.00937394
Gmaj,0.02429618,0.0022275485,0.9638616,0.0013678264,0.021211686,0.18742123,0.012118431,0.9659126,0.0009796696,0.028534478,0.0058762925,0.9086613
Cmaj,0.97475487,0.0012576481,0.016182814,0.007867222,0.9242048,0.018725209,0.0013014829,0.9689601,0.0021898574,0.01566376,0.08149556,0.01525828
Emin,0.13832106,0.009740879,0.32475615,0.0053543258,0.9219589,0.012026866,0.009711786,0.789168,0.23081902,0.037138384,0.004836818,0.83473516
Cmaj,0.97291005,0.0012943016,0.0173935,0.007055313,0.93232983,0.016223444,0.0013842458,0.97218156,0.0021682773,0.014460795,0.056655616,0.018075325
Amin,0.9215752,0.061258346,0.02268365,0.0022370832,0.9439928,0.0630973,0.0045026233,0.1545283,0.003443567,0.96776384,0.0014357241,0.008997139
F#maj,0.00043184284,0.9936962,0.0009996099,0.006048812,0.06467611,0.003964219,0.9944031,0.00040180804,0.0038344257,0.010849238,0.96870595,0.0042485422
Emaj,0.000824935,0.01384385,0.03192855,0.0070220283,0.9896309,0.00040705872,0.006998601,0.0031976264,0.9660249,0.008978275,0.00057095644,0.9749151
F#maj,0.00111426,0.9863157,0.001726397,0.010139213,0.38176128,0.0051931026,0.970839,0.0019660464,0.015087646,0.015177034,0.93392223,0.0115862815
G#min,0.19934727,0.073072396,0.00089128705,0.9522585,0.007976477,0.009962483,0.515712,0.0010615065,0.978492,0.0012238857,0.0073270947,0.784745
C#min,0.0011366078,0.9926214,0.00055962335,0.0023170894,0.9325948,0.11178694,0.018938286,0.0005244386,0.9782172,0.010253404,0.0024472666,0.14769125
Bmaj,0.00043183696,0.0055236896,0.007950342,0.957452,0.0125077525,0.0005519173,0.9848259,0.00081783,0.008484326,0.06982546,0.0038430656,0.9920972
C#min,0.0013768082,0.9763503,0.001826434,0.007705118,0.8831323,0.022982081,0.082609646,0.0015701995,0.9301141,0.022605764,0.010762248,0.2953591
G#min,0.056031298,0.12913078,0.001831904,0.8850004,0.030538457,0.026951866,0.3673372,0.0023285586,0.9745799,0.0023781064,0.009729963,0.8640687
Bmaj,0.0012904394,0.0047859596,0.0030418113,0.9781192,0.006579209,0.0007959895,0.98409253,0.00043954724,0.033718448,0.038174108,0.0035981124,0.99296707
Emin,0.1288933,0.012886565,0.38174722,0.0064381,0.89775443,0.019343853,0.012501541,0.7663429,0.24448805,0.043738324,0.0055733183,0.8400074
Emaj,0.00031521005,0.0077774324,0.025252305,0.0035878879,0.99529386,0.00013686829,0.0029456522,0.0017198267,0.9810755,0.004304525,0.00018863885,0.9871251
D#min,0.0019761187,0.40416107,0.002057738,0.9887355,0.0008561043,0.0019088731,0.9511904,0.08632045,0.011205557,0.0026188185,0.9735396,0.016570957
Emaj,0.00051124924,0.004841281,0.04173824,0.007163271,0.99311996,0.00020178895,0.0038890876,0.002642859,0.9771697,0.0041158204,0.0002718712,0.9875603
F#maj,0.0006754184,0.9918249,0.00093300355,0.010976535,0.10062727,0.006335607,0.98837924,0.0006685538,0.010537243,0.009317691,0.96148986,0.0067800228
Bmaj,0.00028357055,0.0031203802,0.0038692432,0.97929716,0.0042636436,0.0003784284,0.9932916,0.00046923678,0.002988085,0.05119128,0.0036870781,0.9952695
F#maj,0.00035496903,0.9931965,0.0006653322,0.010840457,0.05703491,0.0039998833,0.99554783,0.00032932518,0.0037812619,0.006207109,0.9754884,0.0048230384
Emaj,0.0008337178,0.014119659,0.031656023,0.0072455686,0.9893611,0.00042671838,0.007111722,0.0031886834,0.96602577,0.008893191,0.0005839275,0.9747071
F#maj,0.0010402306,0.9866734,0.0016744955,0.0099912295,0.38146618,0.0049930816,0.9713784,0.0019271182,0.014701645,0.015206379,0.9342893,0.011507613
G#min,0.20267701,0.071634956,0.00088849844,0.9523831,0.0079803215,0.0099629285,0.51196545,0.001067233,0.97872907,0.0012135933,0.0073222066,0.78141755
C#min,0.001160407,0.99223995,0.0006144663,0.0025743945,0.9300886,0.11056024,0.021202972,0.000533358,0.9775035,0.010301447,0.0027042264,0.15053834
Amin,0.92802966,0.05515221,0.02373477,0.0022729523,0.9380855,0.079678565,0.004235293,0.16177104,0.002875626,0.9685188,0.001434987,0.008792379
Bmaj,0.00042086502,0.0054423786,0.007831606,0.9581899,0.012068448,0.0005484762,0.98519856,0.0007903042,0.008254185,0.07101604,0.0038184992,0.9922181
C#min,0.0013997811,0.9751003,0.0019781806,0.008945244,0.87259555,0.023845866,0.09727571,0.0015823994,0.9243886,0.02258382,0.01301774,0.29815915
G#min,0.054929923,0.1251295,0.0018850876,0.8854382,0.032074872,0.0254699,0.36647937,0.002386249,0.9742194,0.0024789397,0.009465282,0.8689223
Bmaj,0.0012228232,0.004645147,0.0029561787,0.9785597,0.0063716564,0.00076989847,0.98441523,0.00042074846,0.033810485,0.036537655,0.0035384707,0.9932039
Emaj,0.00031494847,0.008800271,0.024357816,0.0035623915,0.9953346,0.00013549592,0.0029577662,0.0017292459,0.98091024,0.0044254796,0.00019002041,0.98679733
D#min,0.0019408846,0.41011155,0.0020191346,0.9885679,0.00088641327,0.0018995082,0.9521068,0.08443204,0.0113202445,0.002589387,0.973569,0.016939236
Emaj,0.00050310005,0.0047365376,0.04322803,0.0072437203,0.99317575,0.00019479865,0.0038677892,0.002676769,0.97693926,0.004142281,0.0002671439,0.9876608
F#maj,0.00067197625,0.9917348,0.000955845,0.010349579,0.1019386,0.005796842,0.98858505,0.000700268,0.009595718,0.010064422,0.9611543,0.0067075286
Bmaj,0.00034491892,0.003714339,0.00429978,0.9766032,0.004964517,0.00046185259,0.99205124,0.00058719155,0.0035342453,0.050154593,0.0043515507,0.99430794
Fmaj,0.9858123,0.0005265014,0.011613913,0.016256735,0.034839217,0.98719215,0.00017577602,0.007738935,0.001562286,0.97747004,0.0029661797,0.0011566948
Gmaj,0.012173849,0.00078907225,0.980508,0.0009783661,0.013328227,0.06146741,0.009008533,0.98451155,0.0005793902,0.0115211895,0.0027351757,0.9613663
Dmin,0.2268678,0.0015438156,0.9758276,0.0007019484,0.010636155,0.9337447,0.019452067,0.026662536,0.0014774237,0.9381535,0.011446875,0.011758865
Emin,0.016999695,0.008251603,0.28167352,0.002515136,0.9640006,0.0021269023,0.0072947997,0.940398,0.023231456,0.023007004,0.0016426969,0.94100344
D#maj,0.009061586,0.0137703605,0.07268428,0.9783989,0.00058310677,0.013501214,0.0027928795,0.970589,0.0066011045,0.0016827885,0.9841279,0.0017128406
A#maj,0.010043914,0.001479985,0.9653084,0.015936974,0.00072867156,0.9702679,0.0007109596,0.03816146,0.035535328,0.0076864036,0.98779297,0.00094741705
G#maj,0.98168236,0.0033336065,0.00140458,0.9836212,0.00043246584,0.02134987,0.0090028215,0.16123882,0.9848045,0.00064903987,0.009851587,0.00090047816
Gmin,0.036328696,0.0060777324,0.87445265,0.15612715,0.006497994,0.20064369,0.0047386508,0.9496233,0.0073482124,0.008111426,0.938109,0.025420604
A#maj,0.006810481,0.000956293,0.9748494,0.010933655,0.0004218556,0.97932744,0.00032068015,0.038874403,0.04455708,0.0047034873,0.9923686,0.00057432696
Cmin,0.9825201,0.0015837494,0.0039309356,0.97484815,0.004664203,0.02747581,0.0011494212,0.94830334,0.0574971,0.0037572475,0.1422504,0.0011110748
Gmin,0.023698574,0.004477561,0.9166513,0.10162061,0.00433075,0.2193545,0.0039229873,0.9541142,0.004572302,0.0070718694,0.9536345,0.021619903
A#maj,0.010181912,0.0053110793,0.94741106,0.013541454,0.00085344526,0.9856679,0.00058003195,0.0055083334,0.28966546,0.004028111,0.98605293,0.000665436
G#maj,0.98022497,0.004117332,0.0010833567,0.9789025,0.00048648144,0.023003628,0.016936384,0.014862618,0.9912034,0.00066411705,0.004912929,0.001268187
Cmin,0.9867404,0.0010236661,0.0028156606,0.97412825,0.0062838458,0.015319282,0.0015681182,0.9463047,0.065844,0.0031528783,0.10292539,0.0013167547
F#maj,0.0005862131,0.9918551,0.0009872614,0.008735675,0.059938896,0.006315371,0.9938164,0.00043059126,0.004696167,0.012956138,0.95570093,0.005798768
F#maj,0.0012096114,0.9871065,0.0012717417,0.0198484,0.058607,0.008079897,0.9906522,0.0009372439,0.0078634685,0.013608928,0.9503203,0.0073759696
Fmin,0.93518376,0.019827932,0.016675564,0.2742159,0.0081150895,0.9559221,0.0016143806,0.009624459,0.9122715,0.0948252,0.028321708,0.0049391105
D#min,0.008888143,0.36632946,0.0120347105,0.96239275,0.0027708632,0.008393201,0.8165491,0.20361547,0.031501554,0.008356925,0.9384964,0.021906717
A#min,0.0074065505,0.88954175,0.11418376,0.056014027,0.004657571,0.94233876,0.05660965,0.0065212776,0.31477734,0.009705825,0.9608771,0.0025457444
F#maj,0.0005893108,0.99181956,0.0010165473,0.00878326,0.05909751,0.006499339,0.99373084,0.0004341791,0.0047516893,0.0128191905,0.9562281,0.005703308
Fmin,0.9351297,0.01965436,0.016705506,0.2773786,0.008043537,0.9558284,0.0016087032,0.009713736,0.91140467,0.09620133,0.028721368,0.0049065454
D#min,0.0090472875,0.36442736,0.012349326,0.9617062,0.0028040765,0.00860623,0.8147806,0.20263165,0.031884007,0.008444082,0.937842,0.022144986
A#min,0.007379554,0.88990694,0.11350986,0.056463223,0.0045600985,0.9427888,0.055957966,0.0064308043,0.3154839,0.009604212,0.9609841,0.0025260297
A#maj,0.024194794,0.0046421606,0.9209922,0.012102296,0.0030596459,0.96221995,0.0036529298,0.017497893,0.02548403,0.08086945,0.94943464,0.002250858
Fmaj,0.84736645,0.002589681,0.27436706,0.021122556,0.038377233,0.95771253,0.0029480946,0.03254327,0.008093799,0.8913555,0.026998611,0.009751739
Fmin,0.934831,0.019733088,0.016810115,0.27904475,0.0079219295,0.95568216,0.0016190023,0.009709411,0.91209584,0.094115585,0.02900475,0.00486842
Amin,0.62813103,0.025930572,0.58901715,0.002989704,0.5209342,0.24317987,0.08052648,0.13192095,0.0046727466,0.9305692,0.0058117327,0.03581965
Fmaj,0.9416736,0.0017836812,0.056966197,0.04509948,0.022201244,0.97802144,0.0009324784,0.01443123,0.015801983,0.8973205,0.02385291,0.0029227918
A#maj,0.02307964,0.0042602397,0.92679197,0.011983393,0.002958125,0.95977354,0.0037222477,0.019208739,0.026805867,0.069870405,0.9505242,0.0023629481
Fmaj,0.828635,0.0026322473,0.34815067,0.01856958,0.04169704,0.9519521,0.00343765,0.037710223,0.007574347,0.8906496,0.025794787,0.011622566
Amin,0.60749805,0.02401164,0.65011466,0.0028397855,0.4490509,0.2674829,0.10564603,0.11356686,0.004440363,0.9345357,0.005668788,0.033097856
Fmaj,0.94744444,0.0016466026,0.05092583,0.043708965,0.021455642,0.9799298,0.00078364304,0.0130309565,0.01571995,0.9011759,0.02126698,0.0026803846
A#maj,0.007872735,0.001369122,0.9672094,0.0076994095,0.00055186776,0.98406553,0.0006129428,0.010098025,0.05995042,0.0076113665,0.9892856,0.0005008675
D#maj,0.008978268,0.013685338,0.07468899,0.97830737,0.0005768979,0.013451408,0.0027939607,0.97070885,0.00661072,0.0016529212,0.9842073,0.0017147969
A#maj,0.010161437,0.0015001365,0.9649509,0.01621028,0.0007422534,0.96978307,0.00072245445,0.03889424,0.035964713,0.0077339136,0.9876452,0.0009682606
G#maj,0.98129106,0.0034264473,0.0014271142,0.9835763,0.00043827025,0.021093499,0.009261393,0.16293591,0.98460233,0.000653363,0.010058101,0.00092016615
D#min,0.00893562,0.36386994,0.012520293,0.9617363,0.0028328733,0.008530886,0.81420875,0.20645994,0.03146247,0.008456614,0.93836176,0.022151904
Gmin,0.036290824,0.006059499,0.8753874,0.15501001,0.006493455,0.20100628,0.004732314,0.9495872,0.0073497025,0.008134652,0.9381695,0.025370877
A#maj,0.0068814345,0.0009569258,0.97468287,0.011204399,0.00042977944,0.97879994,0.00032667172,0.04017532,0.043758344,0.004730396,0.9923442,0.00057936244
Cmin,0.9826354,0.0015954057,0.0038471837,0.9754675,0.0045914506,0.026335416,0.0011782902,0.9489994,0.057108473,0.0036644894,0.14140634,0.0011011689
Gmin,0.023465043,0.0044555296,0.9170485,0.10036371,0.004330566,0.21704851,0.0039323317,0.95444447,0.004502236,0.0070255785,0.95370615,0.021712527
A#maj,0.010340978,0.0053585097,0.9470298,0.013725912,0.00089968916,0.9853139,0.0006067338,0.005640214,0.28938225,0.00409657,0.9858039,0.000695093
G#maj,0.98012906,0.004159181,0.0010760349,0.9787862,0.00048019728,0.023339419,0.016966512,0.014881425,0.9912034,0.0006681983,0.0049207746,0.0012621398
Cmin,0.9865807,0.0010444237,0.0028557347,0.97410345,0.006355028,0.015211606,0.0015995107,0.94666207,0.06550528,0.0031440996,0.10527498,0.0013327608
F#maj,0.0012277149,0.9870044,0.0012789712,0.020303484,0.058849685,0.008133472,0.99054897,0.0009448752,0.0080585275,0.013516266,0.95049495,0.0074289674
Fmin,0.9358375,0.019552203,0.016449463,0.27381715,0.007962194,0.9566307,0.0015660486,0.00948511,0.91253096,0.095669396,0.028058456,0.00484002
D#min,0.008949614,0.36537018,0.012467754,0.96168077,0.002845736,0.00853615,0.8143848,0.20657067,0.03153121,0.008474033,0.93827206,0.02216541
A#min,0.007492429,0.88263184,0.12067405,0.056018952,0.0045344247,0.942989,0.055695884,0.006501564,0.3162184,0.009693426,0.96108764,0.0025042447
A#min,0.0074635427,0.88803864,0.11521695,0.05585121,0.0046147085,0.942881,0.055722963,0.006527658,0.3147155,0.009795081,0.9609082,0.0025339285
F#maj,0.00060262,0.9916301,0.0010404682,0.008955485,0.0596791,0.006563307,0.9935939,0.0004475589,0.0048415414,0.012793208,0.9558428,0.005834802
Fmin,0.93511033,0.019735979,0.016754959,0.2726261,0.008193129,0.9559974,0.0015965432,0.00967445,0.9119454,0.09530716,0.028258227,0.004954294
D#min,0.008987084,0.36589947,0.012356499,0.9616291,0.0028571056,0.0085298605,0.8157235,0.20578633,0.03158208,0.008469396,0.9381017,0.022214001
